Country/Region,month,year,value
Samoa,May,2022,3907
Samoa,June,2022,1407
Samoa,July,2022,0
Samoa,August,2022,0
Samoa,September,2022,0
Samoa,October,2022,0
Samoa,November,2022,0
Samoa,December,2022,0
San Marino,January,2020,0
San Marino,February,2020,1
San Marino,March,2020,235
San Marino,April,2020,327
San Marino,May,2020,124
San Marino,June,2020,26
San Marino,July,2020,3
San Marino,August,2020,19
San Marino,September,2020,14
San Marino,October,2020,209
San Marino,November,2020,651
San Marino,December,2020,724
San Marino,January,2021,692
San Marino,February,2021,691
San Marino,March,2021,1016
San Marino,April,2021,328
San Marino,May,2021,30
San Marino,June,2021,2
San Marino,July,2021,51
San Marino,August,2021,188
San Marino,September,2021,109
San Marino,October,2021,107
San Marino,November,2021,492
San Marino,December,2021,2163
San Marino,January,2022,4682
San Marino,February,2022,1485
San Marino,March,2022,976
San Marino,April,2022,1092
San Marino,May,2022,687
San Marino,June,2022,892
San Marino,July,2022,0
San Marino,August,2022,0
San Marino,September,2022,0
San Marino,October,2022,0
San Marino,November,2022,0
San Marino,December,2022,0
Sao Tome and Principe,January,2020,0
Sao Tome and Principe,February,2020,0
Sao Tome and Principe,March,2020,0
Sao Tome and Principe,April,2020,14
Sao Tome and Principe,May,2020,469
Sao Tome and Principe,June,2020,231
Sao Tome and Principe,July,2020,157
Sao Tome and Principe,August,2020,25
Sao Tome and Principe,September,2020,15
Sao Tome and Principe,October,2020,34
Sao Tome and Principe,November,2020,46
Sao Tome and Principe,December,2020,23
Sao Tome and Principe,January,2021,243
Sao Tome and Principe,February,2021,529
Sao Tome and Principe,March,2021,437
Sao Tome and Principe,April,2021,79
Sao Tome and Principe,May,2021,43
Sao Tome and Principe,June,2021,21
Sao Tome and Principe,July,2021,88
Sao Tome and Principe,August,2021,154
Sao Tome and Principe,September,2021,851
Sao Tome and Principe,October,2021,255
Sao Tome and Principe,November,2021,17
Sao Tome and Principe,December,2021,166
Sao Tome and Principe,January,2022,1993
Sao Tome and Principe,February,2022,44
Sao Tome and Principe,March,2022,11
Sao Tome and Principe,April,2022,12
Sao Tome and Principe,May,2022,34
Sao Tome and Principe,June,2022,52
Sao Tome and Principe,July,2022,0
Sao Tome and Principe,August,2022,0
Sao Tome and Principe,September,2022,0
Sao Tome and Principe,October,2022,0
Sao Tome and Principe,November,2022,0
Sao Tome and Principe,December,2022,0
Saudi Arabia,January,2020,0
Saudi Arabia,February,2020,0
Saudi Arabia,March,2020,1563
Saudi Arabia,April,2020,21190
Saudi Arabia,May,2020,62508
Saudi Arabia,June,2020,105562
Saudi Arabia,July,2020,85082
Saudi Arabia,August,2020,39867
Saudi Arabia,September,2020,18833
Saudi Arabia,October,2020,12677
Saudi Arabia,November,2020,10078
Saudi Arabia,December,2020,5381
Saudi Arabia,January,2021,5333
Saudi Arabia,February,2021,9309
Saudi Arabia,March,2021,12624
Saudi Arabia,April,2021,27356
Saudi Arabia,May,2021,33073
Saudi Arabia,June,2021,37156
Saudi Arabia,July,2021,38138
Saudi Arabia,August,2021,17588
Saudi Arabia,September,2021,3816
Saudi Arabia,October,2021,1483
Saudi Arabia,November,2021,1135
Saudi Arabia,December,2021,6484
Saudi Arabia,January,2022,131028
Saudi Arabia,February,2022,57763
Saudi Arabia,March,2022,5787
Saudi Arabia,April,2022,3197
Saudi Arabia,May,2022,14068
Saudi Arabia,June,2022,27107
Saudi Arabia,July,2022,0
Saudi Arabia,August,2022,0
Saudi Arabia,September,2022,0
Saudi Arabia,October,2022,0
Saudi Arabia,November,2022,0
Saudi Arabia,December,2022,0
Senegal,January,2020,0
Senegal,February,2020,0
Senegal,March,2020,175
Senegal,April,2020,758
Senegal,May,2020,2712
Senegal,June,2020,3148
Senegal,July,2020,3439
Senegal,August,2020,3379
Senegal,September,2020,1371
Senegal,October,2020,634
Senegal,November,2020,473
Senegal,December,2020,3051
Senegal,January,2021,7383
Senegal,February,2021,7997
Senegal,March,2021,4185
Senegal,April,2021,1639
Senegal,May,2021,1072
Senegal,June,2021,1712
Senegal,July,2021,19162
Senegal,August,2021,10515
Senegal,September,2021,970
Senegal,October,2021,142
Senegal,November,2021,70
Senegal,December,2021,1068
Senegal,January,2022,9944
Senegal,February,2022,694
Senegal,March,2022,202
Senegal,April,2022,102
Senegal,May,2022,114
Senegal,June,2022,214
Senegal,July,2022,0
Senegal,August,2022,0
Senegal,September,2022,0
Senegal,October,2022,0
Senegal,November,2022,0
Senegal,December,2022,0
Serbia,January,2020,0
Serbia,February,2020,0
Serbia,March,2020,900
Serbia,April,2020,8109
Serbia,May,2020,2403
Serbia,June,2020,3152
Serbia,July,2020,10988
Serbia,August,2020,5854
Serbia,September,2020,2145
Serbia,October,2020,13403
Serbia,November,2020,128484
Serbia,December,2020,162485
Serbia,January,2021,57340
Serbia,February,2021,63996
Serbia,March,2021,141337
Serbia,April,2021,88961
Serbia,May,2021,22915
Serbia,June,2021,4090
Serbia,July,2021,5356
Serbia,August,2021,41015
Serbia,September,2021,179056
Serbia,October,2021,200760
Serbia,November,2021,112096
Serbia,December,2021,44494
Serbia,January,2022,378459
Serbia,February,2022,233177
Serbia,March,2022,65592
Serbia,April,2022,29786
Serbia,May,2022,11101
Serbia,June,2022,11949
Serbia,July,2022,0
Serbia,August,2022,0
Serbia,September,2022,0
Serbia,October,2022,0
Serbia,November,2022,0
Serbia,December,2022,0
Seychelles,January,2020,0
Seychelles,February,2020,0
Seychelles,March,2020,8
Seychelles,April,2020,3
Seychelles,May,2020,0
Seychelles,June,2020,70
Seychelles,July,2020,33
Seychelles,August,2020,17
Seychelles,September,2020,10
Seychelles,October,2020,11
Seychelles,November,2020,20
Seychelles,December,2020,54
Seychelles,January,2021,960
Seychelles,February,2021,1406
Seychelles,March,2021,1522
Seychelles,April,2021,1724
Seychelles,May,2021,5630
Seychelles,June,2021,4203
Seychelles,July,2021,2657
Seychelles,August,2021,1710
Seychelles,September,2021,1435
Seychelles,October,2021,770
Seychelles,November,2021,1174
Seychelles,December,2021,1371
Seychelles,January,2022,12402
Seychelles,February,2022,2146
Seychelles,March,2022,1085
Seychelles,April,2022,2081
Seychelles,May,2022,1514
Seychelles,June,2022,653
Seychelles,July,2022,0
Seychelles,August,2022,0
Seychelles,September,2022,0
Seychelles,October,2022,0
Seychelles,November,2022,0
Seychelles,December,2022,0
Sierra Leone,January,2020,0
Sierra Leone,February,2020,0
Sierra Leone,March,2020,1
Sierra Leone,April,2020,123
Sierra Leone,May,2020,737
Sierra Leone,June,2020,601
Sierra Leone,July,2020,361
Sierra Leone,August,2020,199
Sierra Leone,September,2020,209
Sierra Leone,October,2020,135
Sierra Leone,November,2020,46
Sierra Leone,December,2020,199
Sierra Leone,January,2021,982
Sierra Leone,February,2021,294
Sierra Leone,March,2021,93
Sierra Leone,April,2021,74
Sierra Leone,May,2021,93
Sierra Leone,June,2021,1428
Sierra Leone,July,2021,708
Sierra Leone,August,2021,84
Sierra Leone,September,2021,27
Sierra Leone,October,2021,3
Sierra Leone,November,2021,5
Sierra Leone,December,2021,662
Sierra Leone,January,2022,559
Sierra Leone,February,2022,42
Sierra Leone,March,2022,9
Sierra Leone,April,2022,7
Sierra Leone,May,2022,1
Sierra Leone,June,2022,13
Sierra Leone,July,2022,0
Sierra Leone,August,2022,0
Sierra Leone,September,2022,0
Sierra Leone,October,2022,0
Sierra Leone,November,2022,0
Sierra Leone,December,2022,0
Singapore,January,2020,13
Singapore,February,2020,89
Singapore,March,2020,824
Singapore,April,2020,15243
Singapore,May,2020,18715
Singapore,June,2020,9023
Singapore,July,2020,8298
Singapore,August,2020,4607
Singapore,September,2020,953
Singapore,October,2020,250
Singapore,November,2020,203
Singapore,December,2020,381
Singapore,January,2021,937
Singapore,February,2021,400
Singapore,March,2021,445
Singapore,April,2021,764
Singapore,May,2021,906
Singapore,June,2021,528
Singapore,July,2021,2402
Singapore,August,2021,2639
Singapore,September,2021,28901
Singapore,October,2021,101853
Singapore,November,2021,66351
Singapore,December,2021,14680
Singapore,January,2022,73406
Singapore,February,2022,371613
Singapore,March,2022,372004
Singapore,April,2022,96822
Singapore,May,2022,110044
Singapore,June,2022,140774
Singapore,July,2022,0
Singapore,August,2022,0
Singapore,September,2022,0
Singapore,October,2022,0
Singapore,November,2022,0
Singapore,December,2022,0
Slovakia,January,2020,0
Slovakia,February,2020,0
Slovakia,March,2020,363
Slovakia,April,2020,1033
Slovakia,May,2020,125
Slovakia,June,2020,146
Slovakia,July,2020,625
Slovakia,August,2020,1625
Slovakia,September,2020,6224
Slovakia,October,2020,49682
Slovakia,November,2020,61524
Slovakia,December,2020,153256
Slovakia,January,2021,161413
Slovakia,February,2021,152655
Slovakia,March,2021,119205
Slovakia,April,2021,46202
Slovakia,May,2021,16930
Slovakia,June,2021,4003
Slovakia,July,2021,1433
Slovakia,August,2021,3323
Slovakia,September,2021,24605
Slovakia,October,2021,94554
Slovakia,November,2021,271274
Slovakia,December,2021,200882
Slovakia,January,2022,198217
Slovakia,February,2022,550059
Slovakia,March,2022,323779
Slovakia,April,2022,85079
Slovakia,May,2022,14348
Slovakia,June,2022,8552
Slovakia,July,2022,0
Slovakia,August,2022,0
Slovakia,September,2022,0
Slovakia,October,2022,0
Slovakia,November,2022,0
Slovakia,December,2022,0
Slovenia,January,2020,0
Slovenia,February,2020,0
Slovenia,March,2020,802
Slovenia,April,2020,627
Slovenia,May,2020,44
Slovenia,June,2020,127
Slovenia,July,2020,556
Slovenia,August,2020,727
Slovenia,September,2020,2807
Slovenia,October,2020,28617
Slovenia,November,2020,41507
Slovenia,December,2020,46338
Slovenia,January,2021,44321
Slovenia,February,2021,23608
Slovenia,March,2021,25521
Slovenia,April,2021,24690
Slovenia,May,2021,13430
Slovenia,June,2021,3613
Slovenia,July,2021,1880
Slovenia,August,2021,7983
Slovenia,September,2021,26166
Slovenia,October,2021,42486
Slovenia,November,2021,85048
Slovenia,December,2021,43150
Slovenia,January,2022,246773
Slovenia,February,2022,181799
Slovenia,March,2022,75489
Slovenia,April,2022,41949
Slovenia,May,2022,14972
Slovenia,June,2022,13686
Slovenia,July,2022,0
Slovenia,August,2022,0
Slovenia,September,2022,0
Slovenia,October,2022,0
Slovenia,November,2022,0
Slovenia,December,2022,0
Solomon Islands,January,2020,0
Solomon Islands,February,2020,0
Solomon Islands,March,2020,0
Solomon Islands,April,2020,0
Solomon Islands,May,2020,0
Solomon Islands,June,2020,0
Solomon Islands,July,2020,0
Solomon Islands,August,2020,0
Solomon Islands,September,2020,0
Solomon Islands,October,2020,8
Solomon Islands,November,2020,9
Solomon Islands,December,2020,0
Solomon Islands,January,2021,0
Solomon Islands,February,2021,1
Solomon Islands,March,2021,1
Solomon Islands,April,2021,1
Solomon Islands,May,2021,0
Solomon Islands,June,2021,0
Solomon Islands,July,2021,0
Solomon Islands,August,2021,0
Solomon Islands,September,2021,0
Solomon Islands,October,2021,0
Solomon Islands,November,2021,0
Solomon Islands,December,2021,4
Solomon Islands,January,2022,1159
Solomon Islands,February,2022,5866
Solomon Islands,March,2022,4421
Solomon Islands,April,2022,3316
Solomon Islands,May,2022,3388
Solomon Islands,June,2022,3370
Solomon Islands,July,2022,0
Solomon Islands,August,2022,0
Solomon Islands,September,2022,0
Solomon Islands,October,2022,0
Solomon Islands,November,2022,0
Solomon Islands,December,2022,0
Somalia,January,2020,0
Somalia,February,2020,0
Somalia,March,2020,5
Somalia,April,2020,596
Somalia,May,2020,1375
Somalia,June,2020,948
Somalia,July,2020,288
Somalia,August,2020,98
Somalia,September,2020,278
Somalia,October,2020,353
Somalia,November,2020,510
Somalia,December,2020,263
Somalia,January,2021,70
Somalia,February,2021,2473
Somalia,March,2021,4141
Somalia,April,2021,2517
Somalia,May,2021,747
Somalia,June,2021,284
Somalia,July,2021,457
Somalia,August,2021,2063
Somalia,September,2021,2514
Somalia,October,2021,2018
Somalia,November,2021,1018
Somalia,December,2021,516
Somalia,January,2022,1856
Somalia,February,2022,925
Somalia,March,2022,97
Somalia,April,2022,75
Somalia,May,2022,80
Somalia,June,2022,238
Somalia,July,2022,0
Somalia,August,2022,0
Somalia,September,2022,0
Somalia,October,2022,0
Somalia,November,2022,0
Somalia,December,2022,0
South Africa,January,2020,0
South Africa,February,2020,0
South Africa,March,2020,1353
South Africa,April,2020,4294
South Africa,May,2020,27036
South Africa,June,2020,118526
South Africa,July,2020,341974
South Africa,August,2020,133858
South Africa,September,2020,47298
South Africa,October,2020,51113
South Africa,November,2020,64552
South Africa,December,2020,267157
South Africa,January,2021,396600
South Africa,February,2021,59632
South Africa,March,2021,34764
South Africa,April,2021,33053
South Africa,May,2021,84407
South Africa,June,2021,308355
South Africa,July,2021,473482
South Africa,August,2021,330205
South Africa,September,2021,125013
South Africa,October,2021,19444
South Africa,November,2021,45936
South Africa,December,2021,490234
South Africa,January,2022,146936
South Africa,February,2022,68820
South Africa,March,2022,44911
South Africa,April,2022,72172
South Africa,May,2022,166652
South Africa,June,2022,35667
South Africa,July,2022,0
South Africa,August,2022,0
South Africa,September,2022,0
South Africa,October,2022,0
South Africa,November,2022,0
South Africa,December,2022,0
South Sudan,January,2020,0
South Sudan,February,2020,0
South Sudan,March,2020,0
South Sudan,April,2020,35
South Sudan,May,2020,959
South Sudan,June,2020,1013
South Sudan,July,2020,315
South Sudan,August,2020,205
South Sudan,September,2020,177
South Sudan,October,2020,201
South Sudan,November,2020,204
South Sudan,December,2020,449
South Sudan,January,2021,371
South Sudan,February,2021,3997
South Sudan,March,2021,2239
South Sudan,April,2021,418
South Sudan,May,2021,105
South Sudan,June,2021,146
South Sudan,July,2021,215
South Sudan,August,2021,387
South Sudan,September,2021,574
South Sudan,October,2021,351
South Sudan,November,2021,397
South Sudan,December,2021,2484
South Sudan,January,2022,1552
South Sudan,February,2022,179
South Sudan,March,2022,289
South Sudan,April,2022,199
South Sudan,May,2022,156
South Sudan,June,2022,105
South Sudan,July,2022,0
South Sudan,August,2022,0
South Sudan,September,2022,0
South Sudan,October,2022,0
South Sudan,November,2022,0
South Sudan,December,2022,0
Spain,January,2020,0
Spain,February,2020,45
Spain,March,2020,95878
Spain,April,2020,117512
Spain,May,2020,26044
Spain,June,2020,9792
Spain,July,2020,39251
Spain,August,2020,174336
Spain,September,2020,306330
Spain,October,2020,416490
Spain,November,2020,462509
Spain,December,2020,280078
Spain,January,2021,814854
Spain,February,2021,445434
Spain,March,2021,95800
Spain,April,2021,239724
Spain,May,2021,154313
Spain,June,2021,130570
Spain,July,2021,638084
Spain,August,2021,408021
Spain,September,2021,104026
Spain,October,2021,52057
Spain,November,2021,153036
Spain,December,2021,1130561
Spain,January,2022,3666508
Spain,February,2022,1016271
Spain,March,2022,530785
Spain,April,2022,387843
Spain,May,2022,430112
Spain,June,2022,407774
Spain,July,2022,0
Spain,August,2022,0
Spain,September,2022,0
Spain,October,2022,0
Spain,November,2022,0
Spain,December,2022,0
Sri Lanka,January,2020,1
Sri Lanka,February,2020,0
Sri Lanka,March,2020,142
Sri Lanka,April,2020,520
Sri Lanka,May,2020,970
Sri Lanka,June,2020,414
Sri Lanka,July,2020,768
Sri Lanka,August,2020,234
Sri Lanka,September,2020,331
Sri Lanka,October,2020,7283
Sri Lanka,November,2020,13324
Sri Lanka,December,2020,19312
Sri Lanka,January,2021,20858
Sri Lanka,February,2021,18937
Sri Lanka,March,2021,9612
Sri Lanka,April,2021,15440
Sri Lanka,May,2021,78218
Sri Lanka,June,2021,72725
Sri Lanka,July,2021,49723
Sri Lanka,August,2021,131490
Sri Lanka,September,2021,77075
Sri Lanka,October,2021,23696
Sri Lanka,November,2021,22916
Sri Lanka,December,2021,23256
Sri Lanka,January,2022,23940
Sri Lanka,February,2022,34849
Sri Lanka,March,2022,15597
Sri Lanka,April,2022,1731
Sri Lanka,May,2022,472
Sri Lanka,June,2022,289
Sri Lanka,July,2022,0
Sri Lanka,August,2022,0
Sri Lanka,September,2022,0
Sri Lanka,October,2022,0
Sri Lanka,November,2022,0
Sri Lanka,December,2022,0
Sudan,January,2020,0
Sudan,February,2020,0
Sudan,March,2020,7
Sudan,April,2020,368
Sudan,May,2020,4425
Sudan,June,2020,4572
Sudan,July,2020,2207
Sudan,August,2020,1610
Sudan,September,2020,457
Sudan,October,2020,158
Sudan,November,2020,4241
Sudan,December,2020,7455
Sudan,January,2021,3880
Sudan,February,2021,967
Sudan,March,2021,1486
Sudan,April,2021,2111
Sudan,May,2021,1551
Sudan,June,2021,1163
Sudan,July,2021,480
Sudan,August,2021,571
Sudan,September,2021,574
Sudan,October,2021,2150
Sudan,November,2021,2651
Sudan,December,2021,3434
Sudan,January,2022,11114
Sudan,February,2022,3826
Sudan,March,2022,497
Sudan,April,2022,162
Sudan,May,2022,238
Sudan,June,2022,269
Sudan,July,2022,0
Sudan,August,2022,0
Sudan,September,2022,0
Sudan,October,2022,0
Sudan,November,2022,0
Sudan,December,2022,0
Summer Olympics 2020,January,2020,0
Summer Olympics 2020,February,2020,0
Summer Olympics 2020,March,2020,0
Summer Olympics 2020,April,2020,0
Summer Olympics 2020,May,2020,0
Summer Olympics 2020,June,2020,0
Summer Olympics 2020,July,2020,0
Summer Olympics 2020,August,2020,0
Summer Olympics 2020,September,2020,0
Summer Olympics 2020,October,2020,0
Summer Olympics 2020,November,2020,0
Summer Olympics 2020,December,2020,0
Summer Olympics 2020,January,2021,0
Summer Olympics 2020,February,2021,0
Summer Olympics 2020,March,2021,0
Summer Olympics 2020,April,2021,0
Summer Olympics 2020,May,2021,0
Summer Olympics 2020,June,2021,6
Summer Olympics 2020,July,2021,240
Summer Olympics 2020,August,2021,558
Summer Olympics 2020,September,2021,61
Summer Olympics 2020,October,2021,0
Summer Olympics 2020,November,2021,0
Summer Olympics 2020,December,2021,0
Summer Olympics 2020,January,2022,0
Summer Olympics 2020,February,2022,0
Summer Olympics 2020,March,2022,0
Summer Olympics 2020,April,2022,0
Summer Olympics 2020,May,2022,0
Summer Olympics 2020,June,2022,0
Summer Olympics 2020,July,2022,0
Summer Olympics 2020,August,2022,0
Summer Olympics 2020,September,2022,0
Summer Olympics 2020,October,2022,0
Summer Olympics 2020,November,2022,0
Summer Olympics 2020,December,2022,0
Suriname,January,2020,0
Suriname,February,2020,0
Suriname,March,2020,9
Suriname,April,2020,1
Suriname,May,2020,13
Suriname,June,2020,492
Suriname,July,2020,1135
Suriname,August,2020,2384
Suriname,September,2020,843
Suriname,October,2020,326
Suriname,November,2020,109
Suriname,December,2020,898
Suriname,January,2021,2228
Suriname,February,2021,491
Suriname,March,2021,193
Suriname,April,2021,1241
Suriname,May,2021,4591
Suriname,June,2021,6778
Suriname,July,2021,3619
Suriname,August,2021,3942
Suriname,September,2021,12338
Suriname,October,2021,7388
Suriname,November,2021,1829
Suriname,December,2021,1598
Suriname,January,2022,21323
Suriname,February,2022,4447
Suriname,March,2022,1005
Suriname,April,2022,115
Suriname,May,2022,1211
Suriname,June,2022,317
Suriname,July,2022,0
Suriname,August,2022,0
Suriname,September,2022,0
Suriname,October,2022,0
Suriname,November,2022,0
Suriname,December,2022,0
Sweden,January,2020,0
Sweden,February,2020,14
Sweden,March,2020,4820
Sweden,April,2020,16767
Sweden,May,2020,17060
Sweden,June,2020,29263
Sweden,July,2020,9152
Sweden,August,2020,7303
Sweden,September,2020,8484
Sweden,October,2020,31492
Sweden,November,2020,118774
Sweden,December,2020,194250
Sweden,January,2021,129578
Sweden,February,2021,90352
Sweden,March,2021,147577
Sweden,April,2021,168718
Sweden,May,2021,94869
Sweden,June,2021,21517
Sweden,July,2021,10050
Sweden,August,2021,26773
Sweden,September,2021,26073
Sweden,October,2021,18626
Sweden,November,2021,33347
Sweden,December,2021,109925
Sweden,January,2022,755672
Sweden,February,2022,370686
Sweden,March,2022,46710
Sweden,April,2022,13065
Sweden,May,2022,7031
Sweden,June,2022,11251
Sweden,July,2022,0
Sweden,August,2022,0
Sweden,September,2022,0
Sweden,October,2022,0
Sweden,November,2022,0
Sweden,December,2022,0
Switzerland,January,2020,0
Switzerland,February,2020,18
Switzerland,March,2020,16587
Switzerland,April,2020,12981
Switzerland,May,2020,1276
Switzerland,June,2020,852
Switzerland,July,2020,3518
Switzerland,August,2020,6945
Switzerland,September,2020,11105
Switzerland,October,2020,100969
Switzerland,November,2020,172821
Switzerland,December,2020,125224
Switzerland,January,2021,69024
Switzerland,February,2021,33612
Switzerland,March,2021,46192
Switzerland,April,2021,58850
Switzerland,May,2021,34766
Switzerland,June,2021,8264
Switzerland,July,2021,14661
Switzerland,August,2021,62001
Switzerland,September,2021,60697
Switzerland,October,2021,32195
Switzerland,November,2021,142104
Switzerland,December,2021,317953
Switzerland,January,2022,887924
Switzerland,February,2022,581412
Switzerland,March,2022,695548
Switzerland,April,2022,122099
Switzerland,May,2022,55388
Switzerland,June,2022,84744
Switzerland,July,2022,0
Switzerland,August,2022,0
Switzerland,September,2022,0
Switzerland,October,2022,0
Switzerland,November,2022,0
Switzerland,December,2022,0
Syria,January,2020,0
Syria,February,2020,0
Syria,March,2020,10
Syria,April,2020,33
Syria,May,2020,79
Syria,June,2020,157
Syria,July,2020,478
Syria,August,2020,2008
Syria,September,2020,1435
Syria,October,2020,1528
Syria,November,2020,2159
Syria,December,2020,3547
Syria,January,2021,2614
Syria,February,2021,1540
Syria,March,2021,3321
Syria,April,2021,3824
Syria,May,2021,1762
Syria,June,2021,1020
Syria,July,2021,448
Syria,August,2021,1952
Syria,September,2021,6290
Syria,October,2021,8941
Syria,November,2021,5024
Syria,December,2021,2108
Syria,January,2022,1124
Syria,February,2022,3173
Syria,March,2022,1120
Syria,April,2022,118
Syria,May,2022,79
Syria,June,2022,35
Syria,July,2022,0
Syria,August,2022,0
Syria,September,2022,0
Syria,October,2022,0
Syria,November,2022,0
Syria,December,2022,0
Taiwan*,January,2020,9
Taiwan*,February,2020,29
Taiwan*,March,2020,283
Taiwan*,April,2020,107
Taiwan*,May,2020,13
Taiwan*,June,2020,5
Taiwan*,July,2020,20
Taiwan*,August,2020,21
Taiwan*,September,2020,26
Taiwan*,October,2020,41
Taiwan*,November,2020,120
Taiwan*,December,2020,124
Taiwan*,January,2021,112
Taiwan*,February,2021,44
Taiwan*,March,2021,75
Taiwan*,April,2021,98
Taiwan*,May,2021,7383
Taiwan*,June,2021,6293
Taiwan*,July,2021,870
Taiwan*,August,2021,321
Taiwan*,September,2021,228
Taiwan*,October,2021,189
Taiwan*,November,2021,189
Taiwan*,December,2021,428
Taiwan*,January,2022,1761
Taiwan*,February,2022,1699
Taiwan*,March,2022,2905
Taiwan*,April,2022,92489
Taiwan*,May,2022,1917100
Taiwan*,June,2022,1734300
Taiwan*,July,2022,0
Taiwan*,August,2022,0
Taiwan*,September,2022,0
Taiwan*,October,2022,0
Taiwan*,November,2022,0
Taiwan*,December,2022,0
Tajikistan,January,2020,0
Tajikistan,February,2020,0
Tajikistan,March,2020,0
Tajikistan,April,2020,0
Tajikistan,May,2020,3807
Tajikistan,June,2020,2093
Tajikistan,July,2020,1466
Tajikistan,August,2020,1184
Tajikistan,September,2020,1176
Tajikistan,October,2020,1251
Tajikistan,November,2020,1178
Tajikistan,December,2020,1510
Tajikistan,January,2021,49
Tajikistan,February,2021,0
Tajikistan,March,2021,0
Tajikistan,April,2021,0
Tajikistan,May,2021,0
Tajikistan,June,2021,191
Tajikistan,July,2021,1577
Tajikistan,August,2021,1770
Tajikistan,September,2021,232
Tajikistan,October,2021,2
Tajikistan,November,2021,7
Tajikistan,December,2021,0
Tajikistan,January,2022,213
Tajikistan,February,2022,80
Tajikistan,March,2022,0
Tajikistan,April,2022,0
Tajikistan,May,2022,0
Tajikistan,June,2022,0
Tajikistan,July,2022,0
Tajikistan,August,2022,0
Tajikistan,September,2022,0
Tajikistan,October,2022,0
Tajikistan,November,2022,0
Tajikistan,December,2022,0
Tanzania,January,2020,0
Tanzania,February,2020,0
Tanzania,March,2020,19
Tanzania,April,2020,461
Tanzania,May,2020,29
Tanzania,June,2020,0
Tanzania,July,2020,0
Tanzania,August,2020,0
Tanzania,September,2020,0
Tanzania,October,2020,0
Tanzania,November,2020,0
Tanzania,December,2020,0
Tanzania,January,2021,0
Tanzania,February,2021,0
Tanzania,March,2021,0
Tanzania,April,2021,0
Tanzania,May,2021,0
Tanzania,June,2021,0
Tanzania,July,2021,508
Tanzania,August,2021,350
Tanzania,September,2021,24479
Tanzania,October,2021,308
Tanzania,November,2021,116
Tanzania,December,2021,3036
Tanzania,January,2022,3924
Tanzania,February,2022,390
Tanzania,March,2022,195
Tanzania,April,2022,57
Tanzania,May,2022,1482
Tanzania,June,2022,414
Tanzania,July,2022,0
Tanzania,August,2022,0
Tanzania,September,2022,0
Tanzania,October,2022,0
Tanzania,November,2022,0
Tanzania,December,2022,0
Thailand,January,2020,15
Thailand,February,2020,23
Thailand,March,2020,1609
Thailand,April,2020,1303
Thailand,May,2020,127
Thailand,June,2020,90
Thailand,July,2020,139
Thailand,August,2020,102
Thailand,September,2020,152
Thailand,October,2020,216
Thailand,November,2020,218
Thailand,December,2020,2886
Thailand,January,2021,11898
Thailand,February,2021,7169
Thailand,March,2021,2912
Thailand,April,2021,36290
Thailand,May,2021,94639
Thailand,June,2021,99509
Thailand,July,2021,337986
Thailand,August,2021,607442
Thailand,September,2021,398746
Thailand,October,2021,308549
Thailand,November,2021,203848
Thailand,December,2021,107563
Thailand,January,2022,224529
Thailand,February,2022,443963
Thailand,March,2022,764799
Thailand,April,2022,605758
Thailand,May,2022,192536
Thailand,June,2022,70249
Thailand,July,2022,0
Thailand,August,2022,0
Thailand,September,2022,0
Thailand,October,2022,0
Thailand,November,2022,0
Thailand,December,2022,0
Timor-Leste,January,2020,0
Timor-Leste,February,2020,0
Timor-Leste,March,2020,1
Timor-Leste,April,2020,23
Timor-Leste,May,2020,0
Timor-Leste,June,2020,0
Timor-Leste,July,2020,0
Timor-Leste,August,2020,3
Timor-Leste,September,2020,1
Timor-Leste,October,2020,2
Timor-Leste,November,2020,0
Timor-Leste,December,2020,14
Timor-Leste,January,2021,26
Timor-Leste,February,2021,43
Timor-Leste,March,2021,491
Timor-Leste,April,2021,1672
Timor-Leste,May,2021,4718
Timor-Leste,June,2021,2228
Timor-Leste,July,2021,1676
Timor-Leste,August,2021,5784
Timor-Leste,September,2021,2816
Timor-Leste,October,2021,292
Timor-Leste,November,2021,33
Timor-Leste,December,2021,14
Timor-Leste,January,2022,109
Timor-Leste,February,2022,2747
Timor-Leste,March,2022,137
Timor-Leste,April,2022,35
Timor-Leste,May,2022,50
Timor-Leste,June,2022,42
Timor-Leste,July,2022,0
Timor-Leste,August,2022,0
Timor-Leste,September,2022,0
Timor-Leste,October,2022,0
Timor-Leste,November,2022,0
Timor-Leste,December,2022,0
Togo,January,2020,0
Togo,February,2020,0
Togo,March,2020,34
Togo,April,2020,82
Togo,May,2020,326
Togo,June,2020,208
Togo,July,2020,291
Togo,August,2020,459
Togo,September,2020,384
Togo,October,2020,547
Togo,November,2020,643
Togo,December,2020,659
Togo,January,2021,1441
Togo,February,2021,1827
Togo,March,2021,3348
Togo,April,2021,2718
Togo,May,2021,499
Togo,June,2021,451
Togo,July,2021,1881
Togo,August,2021,5463
Togo,September,2021,4168
Togo,October,2021,650
Togo,November,2021,186
Togo,December,2021,3898
Togo,January,2022,6328
Togo,February,2022,307
Togo,March,2022,141
Togo,April,2022,46
Togo,May,2022,110
Togo,June,2022,308
Togo,July,2022,0
Togo,August,2022,0
Togo,September,2022,0
Togo,October,2022,0
Togo,November,2022,0
Togo,December,2022,0
Tonga,January,2020,0
Tonga,February,2020,0
Tonga,March,2020,0
Tonga,April,2020,0
Tonga,May,2020,0
Tonga,June,2020,0
Tonga,July,2020,0
Tonga,August,2020,0
Tonga,September,2020,0
